2.9639,2.7692,3.9787,2.6837,2.3106,2.4917,1.7203,2.2902,5.7103,1.7263,4.6630,1.9788,2.9059,4.5081,2.9631,0.0000,0.0000,1.2537,
2.1233,2.5891,2.7497,3.5421,3.7469,2.7397,1.5876,2.5321,4.1157,1.7477,8.4576,3.0240,2.0251,3.6557,2.0102,0.0000,0.0000,1.2537,
2.2887,3.5105,2.7021,3.9086,5.3970,3.2873,2.9801,3.6526,3.9775,3.0684,6.7166,1.5480,2.1942,4.2569,3.5093,0.0000,0.0000,1.2537,
3.2712,2.1455,4.0893,3.5238,4.3188,3.9939,3.0640,5.5837,4.1537,1.4977,7.0035,1.5421,1.9856,6.1303,3.6955,0.0000,0.0000,1.4614,
1.9829,4.6572,4.1426,4.5251,3.3635,4.0447,2.3110,2.1728,2.7498,2.6156,6.2114,2.7528,1.7058,4.5394,2.0168,0.0000,0.0000,1.2537,
2.4597,4.3093,5.3303,5.3602,4.2570,5.2843,2.4456,2.4931,2.3031,1.6828,6.9659,1.9364,4.4190,2.2811,1.5216,0.0000,0.0000,1.1498,
1.8794,4.2062,2.3270,1.9074,2.2498,3.6187,2.6592,2.4910,3.2123,2.5742,6.5524,1.4372,2.6476,1.3339,3.3322,0.0000,0.0000,1.3575,
2.6580,3.4119,2.5808,2.8220,2.4057,3.9229,1.5209,2.9816,2.2870,1.2909,5.7278,1.6897,2.5505,1.5768,5.3474,1.9636,6.7850,1.2537,
2.5958,2.2315,2.6946,3.2380,1.4116,2.8564,1.8184,2.7500,2.4792,1.7142,6.5421,1.6514,2.7351,2.0459,3.8981,1.9636,6.7850,1.3575,
2.5477,2.3916,2.1091,4.2954,1.3668,1.9588,3.2238,2.3059,2.4636,1.3907,5.8038,1.4826,2.2734,2.7180,3.6354,0.0000,0.0000,1.1498,
1.8270,2.8268,2.8077,3.3837,1.4724,3.0098,4.1358,3.6919,2.5363,1.7067,5.6939,2.6533,3.8189,1.5417,4.7689,0.0000,0.0000,1.2537,
1.8430,2.8028,1.7282,2.6361,1.7622,3.6222,3.3179,3.6864,3.4257,1.4964,6.5180,2.1836,5.7374,1.7536,5.5692,0.0000,0.0000,1.4614,
2.7841,2.1901,1.8938,1.4391,1.4158,3.3740,4.9382,4.6932,2.5129,1.8626,5.9448,1.9581,3.6022,1.2191,4.6179,0.0714,1.3570,1.4614,
3.2412,2.6553,3.0871,2.6857,1.6153,3.1960,5.0467,4.3353,3.4491,1.7503,6.6561,2.0004,5.0293,2.6289,3.6909,0.0714,1.3570,1.2537,
2.0685,3.7883,4.0678,3.7264,3.1385,2.7842,3.5874,4.3252,2.4325,1.7428,6.6057,3.1202,3.5285,4.3609,3.6135,0.0714,0.0000,1.5652,
3.5478,4.3067,3.8791,2.8866,2.7109,2.1104,3.6790,2.4126,2.6745,3.3920,5.6650,3.8277,3.6245,2.1352,2.6707,0.0714,0.0000,1.2537,
2.3114,1.9251,3.9268,3.8581,2.8533,1.9141,1.7770,2.5297,2.6589,4.1590,5.3201,3.1070,2.2276,3.5779,2.5602,0.0000,0.0000,1.1498,
1.9890,2.1760,4.8302,3.8730,3.8752,1.7645,2.9970,2.9551,2.7418,4.0213,5.7045,4.3205,3.9519,3.2916,1.3047,0.0000,0.0000,1.2537,
3.2194,1.6315,3.3751,4.2405,5.1431,3.0816,2.7967,3.7078,2.8718,5.2052,6.3697,4.9568,4.3998,2.3777,3.5761,0.0000,0.0000,1.1498,
4.9560,2.4735,3.7881,5.4367,3.9203,3.8146,2.6754,2.9386,3.6437,3.8921,7.2409,2.8088,4.2967,4.2487,1.8687,1.9636,6.7850,1.2537,
2.7416,2.7770,2.6824,3.7066,4.9594,3.6460,3.9489,2.5120,3.3760,5.3549,6.1935,3.9048,3.4940,3.8360,2.5273,1.9636,6.7850,1.3575,
